match_id,stage,group,home_ref,away_ref,kickoff_utc,venue_country
G_A_1,GROUP,A,FRA,ROU,2016-06-10T19:00:00Z,FRA
G_A_2,GROUP,A,ALB,SUI,2016-06-11T13:00:00Z,FRA
G_A_3,GROUP,A,FRA,ALB,2016-06-15T19:00:00Z,FRA
G_A_4,GROUP,A,ROU,SUI,2016-06-15T13:00:00Z,FRA
G_A_5,GROUP,A,FRA,SUI,2016-06-19T19:00:00Z,FRA
G_A_6,GROUP,A,ROU,ALB,2016-06-19T19:00:00Z,FRA
G_B_1,GROUP,B,WAL,SVK,2016-06-11T16:00:00Z,FRA
G_B_2,GROUP,B,ENG,RUS,2016-06-11T19:00:00Z,FRA
G_B_3,GROUP,B,RUS,SVK,2016-06-15T16:00:00Z,FRA
G_B_4,GROUP,B,ENG,WAL,2016-06-16T13:00:00Z,FRA
G_B_5,GROUP,B,RUS,WAL,2016-06-20T19:00:00Z,FRA
G_B_6,GROUP,B,SVK,ENG,2016-06-20T19:00:00Z,FRA
G_C_1,GROUP,C,POL,NIR,2016-06-12T16:00:00Z,FRA
G_C_2,GROUP,C,GER,UKR,2016-06-12T19:00:00Z,FRA
G_C_3,GROUP,C,UKR,NIR,2016-06-16T16:00:00Z,FRA
G_C_4,GROUP,C,GER,POL,2016-06-16T19:00:00Z,FRA
G_C_5,GROUP,C,UKR,POL,2016-06-21T16:00:00Z,FRA
G_C_6,GROUP,C,NIR,GER,2016-06-21T16:00:00Z,FRA
G_D_1,GROUP,D,TUR,CRO,2016-06-12T13:00:00Z,FRA
G_D_2,GROUP,D,ESP,CZE,2016-06-13T13:00:00Z,FRA
G_D_3,GROUP,D,CZE,CRO,2016-06-17T16:00:00Z,FRA
G_D_4,GROUP,D,ESP,TUR,2016-06-17T19:00:00Z,FRA
G_D_5,GROUP,D,CZE,TUR,2016-06-21T19:00:00Z,FRA
G_D_6,GROUP,D,CRO,ESP,2016-06-21T19:00:00Z,FRA
G_E_1,GROUP,E,IRL,SWE,2016-06-13T16:00:00Z,FRA
G_E_2,GROUP,E,BEL,ITA,2016-06-13T19:00:00Z,FRA
G_E_3,GROUP,E,ITA,SWE,2016-06-17T13:00:00Z,FRA
G_E_4,GROUP,E,BEL,IRL,2016-06-18T13:00:00Z,FRA
G_E_5,GROUP,E,ITA,IRL,2016-06-22T19:00:00Z,FRA
G_E_6,GROUP,E,SWE,BEL,2016-06-22T19:00:00Z,FRA
G_F_1,GROUP,F,AUT,HUN,2016-06-14T16:00:00Z,FRA
G_F_2,GROUP,F,POR,ISL,2016-06-14T19:00:00Z,FRA
G_F_3,GROUP,F,ISL,HUN,2016-06-18T16:00:00Z,FRA
G_F_4,GROUP,F,POR,AUT,2016-06-18T19:00:00Z,FRA
G_F_5,GROUP,F,HUN,POR,2016-06-22T16:00:00Z,FRA
G_F_6,GROUP,F,ISL,AUT,2016-06-22T16:00:00Z,FRA
M1,R16,,SUI,POL,2016-06-25T13:00:00Z,FRA
M2,R16,,WAL,NIR,2016-06-25T16:00:00Z,FRA
M3,R16,,CRO,POR,2016-06-25T19:00:00Z,FRA
M4,R16,,FRA,IRL,2016-06-26T13:00:00Z,FRA
M5,R16,,GER,SVK,2016-06-26T16:00:00Z,FRA
M6,R16,,HUN,BEL,2016-06-26T19:00:00Z,FRA
M7,R16,,ITA,ESP,2016-06-27T16:00:00Z,FRA
M8,R16,,ENG,ISL,2016-06-27T19:00:00Z,FRA
M9,QF,,POL,POR,2016-06-30T19:00:00Z,FRA
M10,QF,,WAL,BEL,2016-07-01T19:00:00Z,FRA
M11,QF,,GER,ITA,2016-07-02T19:00:00Z,FRA
M12,QF,,FRA,ISL,2016-07-03T19:00:00Z,FRA
M13,SF,,POR,WAL,2016-07-06T19:00:00Z,FRA
M14,SF,,FRA,GER,2016-07-07T19:00:00Z,FRA
M15,FINAL,,FRA,POR,2016-07-10T19:00:00Z,FRA
